id,timestamp,author_id,author_username,content,attachments
1339169352452145184,2025-02-12T09:40:54.188000+00:00,893679026911195157,nyl_lin,"**Bollinger Bands Range Scalping Strategy**

*Source: https://www.dolphintrader.com/forex-scalping-strategy-bollinger-bands/*

**Indicators:**

* Bollinger Bands (BB): Period = 20, Standard Deviation = 2

**Buy (Long) Entry:**

*  Bollinger Bands are flat, indicating a range-bound market.
*  Price touches the lower Bollinger Band (confirmation of support level).
*  Enter a BUY trade.

*  Exit: When the price reaches the upper Bollinger Band.

**Sell (Short) Entry:**

*  Bollinger Bands are flat, indicating a range-bound market.
*  Price touches the upper Bollinger Band (confirmation of resistance level).
*  Enter a SELL trade.

*  Exit: When the price reaches the lower Bollinger Band.",1
1339101279162728468,2025-02-12T05:10:24.251000+00:00,350235241249767425,shannelle_,"**Adaptive Trend Flow Multiple Filter Trading Strategy**

**Indicators Used**:

- Trend Recognition (EMA-based)
- Fast EMA
- Slow EMA
- Trend Bands
- MACD 

**Long Entry (Buy Signal)**

- The trend shifts from bearish (-1) to bullish (1).
- Price is above the SMA (if enabled).
- MACD Line > Signal Line (if enabled).
- A breakout occurs above the lower volatility band.

👉 Example Trade:

1. Market was bearish (EMA crossover), but now bullish.
2. MACD confirms momentum shift.
3. Price breaks out from the lower band.
4. SMA confirms uptrend.


**Short Entry (Sell Signal)**

- The trend shifts from bullish (1) to bearish (-1).
- Price is below the SMA (if enabled).
- MACD Line < Signal Line (if enabled).
- A breakdown occurs below the upper volatility band.

👉 Example Trade:

1. Market was bullish, but now turns bearish.
2. MACD confirms weakening trend.
3. Price breaks down below the upper band.
4. SMA confirms downtrend.",1
1338440839348879433,2025-02-10T09:26:03.129000+00:00,893679026911195157,nyl_lin,"**Stochastic Oscillator and SMA Scalping Strategy**

*Source: https://www.forextraders.com/forex-education/forex-scalping/simple-1-5-and-15-minute-forex-scalping-strategies/*

**Indicators Used:**

* Stochastic Oscillator (5, 3, 3)

Overbought level: 80
Oversold level: 20

*25-period SMA (short-term trend)
*50-period SMA (long-term trend)


**Buy (Long) Entry Conditions:**

* The 25-period SMA (green) is above the 50-period SMA (purple) – indicating an uptrend.
* The Stochastic Oscillator lines are below the horizontal 20 level (oversold market condition).
* Enter a long position when the Stochastic Oscillator crosses above the 20-level.

**Sell (Short) Entry Conditions:**

* The 25-period SMA is below the 50-period SMA – indicating a downtrend.
* The Stochastic Oscillator lines are above the horizontal 80 level (overbought market condition).
* Enter a short position when the Stochastic Oscillator crosses below the 80-level.",1
1337209952653021194,2025-02-06T23:54:56.872000+00:00,849973198300643348,mridodablecrypto,"**SuperSar x Moving Average RSI**

**Indicator**

• Super-Trend-Sar
• MAEMARSI

**Settings**

• STS Default
• MAEMARSI 
Length - 9
EMA Length - 40
Rest default

**Trading Guide**

• Crypto: BTCUSDT (Futures)
• Timeframe: 15minute or up

**LONG**

• Buy Signal
• MAEMARSI cross
• Price above both indicator


**SHORT**

• Sell Signal
• MAEMARSI cross
• Price below both indicator

**Stoploss**

• SAR

**Take Profit**

• twice your stoploss


Always backtest the strategy before using it in live trading.

GOODLUCK Everyone!",2
1336570874941145109,2025-02-05T05:35:28.872000+00:00,350235241249767425,shannelle_,"**Adaptive Fibonacci Bollinger Bands Strategy Analysis**

S: https://medium.com/@redsword_23261/adaptive-fibonacci-bollinger-bands-strategy-analysis-d2c59652c679

**Indicator Used:**
- Simple Moving Average (SMA) 
- Average True Range (ATR) 
- Fibonacci-Based Bollinger Bands

**Long Entry (Buy Signal):**

- The low price of the candle is below the selected Fibonacci lower band (e.g., 1.618, 2.618, or 4.236, depending on user preference).
- The high price of the candle crosses above the same Fibonacci band.
- RSI above 40 and/or volume spike to reduce false breakouts.

**Short Entry (Sell Signal):**

- The low price of the candle is below the selected Fibonacci upper band (e.g., 1.618, 2.618, or 4.236).
- The high price of the candle crosses above the same Fibonacci band.
- RSI below 60 and/or bearish volume increase.",1
1336517199866626151,2025-02-05T02:02:11.737000+00:00,893679026911195157,nyl_lin,"**ADX and EMA Trend Reversal Strategy**

*Source: https://traders.com/Documentation/FEEDbk_docs/2007/03/Abstracts_new/Schaap/schapp.html*

**Indicators:**
* ADX (14-period)
* Above 25: Strong trend.
* Below 25: Weak trend, possible reversal.

* +DMI above -DMI: Uptrend.
* -DMI above +DMI: Downtrend.

* 20-period EMA (short-term trend)


**Buy Entry (Long Position)**
* ADX is below 25, indicating a weak trend.
* Price breaks above the 20-period EMA.
* +DMI crosses above -DMI, confirming upward momentum.
* ADX rises above 25 after the crossover, confirming a new strong trend.

**Sell Entry (Short Position)**
* ADX is below 25, indicating a weak trend.
* Price breaks below the 20-period EMA.
* -DMI crosses above +DMI, confirming downward momentum.
* ADX rises above 25 after the crossover, confirming a new strong trend.

**Exit Long (Sell to Close)**
* ADX falls below 25, signaling trend weakness.
* -DMI crosses above +DMI, indicating a possible downtrend.
* Price closes below the 20-period EMA.

**Exit Short (Buy to Close)**
* ADX falls below 25, signaling trend weakness.
* +DMI crosses above -DMI, indicating a possible uptrend.
* Price closes above the 20-period EMA.",1
1335967003021676617,2025-02-03T13:35:54.587000+00:00,893679026911195157,nyl_lin,"**VWMA & SMA Trend Reversal Strategy**

*Source: https://www.tradingsim.com/blog/volume-weighted-moving-average*

**Indicators Used:**

* Volume Weighted Moving Average (VWMA): 30-period
*  Simple Moving Average (SMA): 30-period


**Buy Entry (Long Position):**

*  VWMA crosses above the SMA, indicating a potential bullish trend shift.
*  Price breaks above both VWMA and SMA, confirming bullish momentum.
*  Entry is taken on the second bullish candle after the breakout.

**Buy Exit:**

*  VWMA begins to converge towards SMA, signaling a potential trend weakening.
*  VWMA crosses below SMA and stays below for 3-4 periods, confirming a trend reversal.

**Sell Entry (Short Position):**

*  VWMA crosses below the SMA, indicating a potential bearish trend shift.
*  Price breaks below both VWMA and SMA, confirming bearish momentum.
*  Entry is taken on the second bearish candle after the breakout.

**Sell Exit:**

*  VWMA begins to converge towards SMA, signaling a potential trend weakening.
*  VWMA crosses above SMA and stays above for 3-4 periods, confirming a trend reversal.",1
1335415838592733235,2025-02-02T01:05:46.747000+00:00,849973198300643348,mridodablecrypto,"**Ehlers Sentimental Trend**

**Indicators**
⭐ Ehlers Instantaneous Trend [LazyBear]
⭐ Market Sentiment Technicals [LuxAlgo]

**Settings**
Default for both indicators

**Trading Guide**

**⭐ LONG ⭐**

• Price above Ehlers Indicator
• Cross of Ehlers Blue above Red
• Blue Market Sentiment 

**⭐ SHORT ⭐**

• Price below Ehlers Indicator
• Cross of Ehlers Red above blue
• Red Market Sentiment

**⭐ STOPLOSS ⭐**

• Swing Low ( for LONG Position )
• Swing High ( for SHORT position )

**⭐ Take Proft ⭐**

• 1:2 
• 1:3 Recommended 


You can easily convert this to python by getting the pinescript of each indicator.

GOODLUCK AND Have a blessed 2025 G! let's go!",1
1334451226388992062,2025-01-30T09:12:45.276000+00:00,893679026911195157,nyl_lin,"**Parabolic SAR Bollinger Bands Scalping Strategy **

*Source : https://alchemymarkets.com/education/indicators/parabolic-sar/*

**Indicators :**

__Bollinger Bands:__

Standard Deviation: 1
Middle Line: EMA 200

__Parabolic SAR (PSAR):__

Start: 0.01
Step Value: 0.01
Maximum: 0.2


**Entry Conditions:**

* Wait for the price to move beyond either the upper or lower Bollinger Band.
* Price must reenter the Bollinger Bands and retest the EMA 200.
* This confirms a rejection of extreme price levels.
* If PSAR moves below price (bullish), enter a long position.
* If PSAR moves above price (bearish), enter a short position.

**Exit Conditions:**

* If long, exit when PSAR moves above price.
* If short, exit when PSAR moves below price.",1
1334412344276811777,2025-01-30T06:38:15.058000+00:00,849973198300643348,mridodablecrypto,"**Intro Swing Trade**

Source: https://www.investopedia.com/trading/introduction-to-swing-trading/

**Indicators**
EMA - 9
EMA - 13
EMA - 50

Simple yet profitable

**Trading Guidelines**

**ENTRY**

**LONG**
• Price above EMA 50
• EMA 9 Cross above EMA 13

**SHORT**
• Price below EMA 50
• EMA 9 Cross below EMA 13

**STOPLOSS**

• EMA 50
⭐ SECRET STOPLOSS FOR TRAILING AND BETTER RISK MANAGEMENT LOOK FOR CANDLE THAT SWEPT LIQUIDITY OF PREV CANDLE AND SET YOUR STOPLOSS just above or below it.

**TakeProfit**

• 1:2 Risk to reward
• You can also target your take profit if you have a specific criteria",3
